종목명,종목코드,AI수급점수,매수후보,진입유형,스윙우선순위,기관동행점수,수급품질점수,주도주점수,수급흡수율,수급지속일수,종목체급,전략슬리브,거래대금활력,20일평균거래대금(억),진입코멘트,매도점검,테마,정배열,추세품질점수,MA5,MA10,MA20,순위,날짜
LG씨엔에스,64400.0,28.0,관찰,관찰,49.63,16.61,51.02,89.19,0.5282,3,중형,관찰,1.0,565.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,IT서비스,True,100.0,68420.0,67490.0,66420.0,12,2026-05-11
한화,880.0,31.0,관찰,관찰,48.88,13.72,58.08,89.0,0.4942,5,중형,관찰,1.0,370.8,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,수급훼손,복합기업,True,100.0,139880.0,135730.0,131880.0,13,2026-05-11
파마리서치,214450.0,24.0,관찰,관찰,48.65,20.08,12.0,79.13,-0.2317,2,중형,관찰,1.0,360.9,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,건강관리장비와용품,True,100.0,335300.0,329200.0,316575.0,14,2026-05-11
카카오페이,377300.0,26.0,관찰,관찰,48.33,18.01,12.0,80.89,-0.6179,2,중형,관찰,1.0,327.4,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,IT서비스,True,100.0,58700.0,57130.0,56090.0,15,2026-05-11
LG에너지솔루션,373220.0,29.0,관찰,주도눌림,47.46,4.0,13.13,92.13,0.0602,1,대형,주도대형,1.0,2292.9,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,전기제품,True,100.0,476300.0,473200.0,452275.0,16,2026-05-11
현대차2우B,5387.0,19.0,관찰,관찰,47.38,20.7,56.12,86.03,0.9468,4,중형,관찰,1.0,620.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차,True,100.0,260000.0,256150.0,251525.0,17,2026-05-11
달바글로벌,483650.0,45.0,관찰,관찰,46.54,32.08,51.61,66.33,0.6569,3,중형,관찰,1.0,561.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 정배열 확인 전,추세훼손,화장품,False,60.0,217300.0,226200.0,211600.0,18,2026-05-11
테스,95610.0,31.0,관찰,과열주의,46.51,24.18,60.93,62.38,1.5457,5,중형,관찰,1.0,379.6,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체장비;반도체,True,100.0,92740.0,89910.0,88890.0,19,2026-05-11
심텍,222800.0,36.0,관찰,과열주의,44.72,21.21,51.17,48.85,0.5486,3,중형,관찰,1.0,792.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,PCB;반도체,True,100.0,103680.0,95610.0,85465.0,20,2026-05-11
현대차우,5385.0,25.0,관찰,관찰,44.41,12.95,55.32,86.91,0.5903,4,중형,관찰,1.0,333.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차,True,100.0,260000.0,256850.0,252900.0,21,2026-05-11
쏠리드,50890.0,25.0,관찰,주도눌림,43.73,4.71,16.0,79.53,-0.0402,3,대형,주도대형,1.0,1843.4,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,보유/관찰,통신장비,True,100.0,18456.0,17460.0,17220.0,22,2026-05-11
한화투자증권,3530.0,24.0,관찰,관찰,43.62,14.64,12.0,76.59,-0.1894,2,중형,관찰,1.0,560.3,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,증권,True,100.0,8556.0,8182.0,7837.0,23,2026-05-11
포스코퓨처엠,3670.0,19.0,관찰,주도돌파,43.22,8.72,30.19,86.18,0.1799,3,대형,주도대형,1.0,1190.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,화학,True,100.0,284300.0,269900.0,250800.0,24,2026-05-11
제주반도체,80220.0,49.0,관찰,관찰,53.32,23.88,24.73,60.04,1.9468,3,중형,관찰,4.0,82.8,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,반도체;팹리스,True,100.0,55920.0,55560.0,50215.0,1,2026-05-12
LG전자,66570.0,37.0,관찰,과열주의,50.77,24.4,52.07,66.06,1.4081,4,대형,관찰,4.0,948.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,전자제품,True,100.0,159860.0,148920.0,136910.0,2,2026-05-12
이마트,139480.0,27.0,관찰,관찰,49.56,34.41,36.85,60.32,19.3798,4,중형,관찰,3.99,12.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,백화점과일반상점,True,100.0,108920.0,107820.0,104340.0,3,2026-05-12
코리아써키트,7810.0,31.0,관찰,관찰,49.11,31.09,31.9,60.64,10.1025,3,중형,관찰,3.99,17.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,전자장비와기기,True,100.0,99400.0,97070.0,93570.0,4,2026-05-12
해성디에스,195870.0,35.0,관찰,관찰,46.46,26.72,40.12,52.82,12.3592,5,중형,관찰,4.01,14.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,리드프레임;반도체,True,100.0,83640.0,80980.0,72670.0,5,2026-05-12
한국콜마,161890.0,42.0,관찰,과열주의,46.12,29.82,40.34,52.56,13.807,5,중형,관찰,4.0,21.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,화장품,True,100.0,93480.0,91520.0,88555.0,6,2026-05-12
POSCO홀딩스,5490.0,21.0,관찰,관찰,45.0,15.3,50.85,92.61,2.8351,3,대형,관찰,4.0,313.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,철강,True,100.0,511400.0,487400.0,438675.0,7,2026-05-12
기아,270.0,26.0,관찰,관찰,44.59,13.73,53.05,80.27,4.8725,3,대형,관찰,4.0,250.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차,True,100.0,163940.0,159060.0,157250.0,8,2026-05-12
롯데쇼핑,23530.0,34.0,관찰,과열주의,42.07,33.05,40.56,39.08,15.1433,5,중형,관찰,4.0,22.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,백화점과일반상점,True,100.0,140540.0,137670.0,127425.0,9,2026-05-12
두산에너빌리티,34020.0,27.0,관찰,관찰,40.45,5.68,16.0,93.54,-4.3197,2,대형,관찰,4.0,387.5,대형 주도주 조건,수급훼손,기계,True,100.0,129320.0,128680.0,120080.0,10,2026-05-12
현대차2우B,5387.0,31.0,관찰,관찰,39.48,17.85,36.05,70.8,11.8612,4,중형,관찰,4.0,49.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차,True,100.0,263400.0,258300.0,252850.0,11,2026-05-12
레인보우로보틱스,277810.0,14.0,관찰,과열주의,38.8,31.03,58.88,39.43,7.5885,4,대형,관찰,4.0,252.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,기계,True,100.0,780600.0,725300.0,665050.0,12,2026-05-12
현대글로비스,86280.0,24.0,관찰,과열주의,38.75,23.79,49.41,66.31,5.3704,4,대형,관찰,4.0,179.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,항공화물운송과물류,True,100.0,243600.0,237300.0,231450.0,13,2026-05-12
티엘비,356860.0,36.0,관찰,관찰,38.55,18.02,39.39,45.96,8.7275,5,중형,관찰,4.01,14.3,거래대금 대비 수급 양호 · 기관 동행,수급훼손,PCB;반도체,True,100.0,97800.0,92050.0,86120.0,14,2026-05-12
대한전선,1440.0,29.0,관찰,과열주의,37.84,14.12,48.88,68.87,2.0819,3,대형,관찰,4.0,359.8,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,수급훼손,전력망;전선,True,100.0,68660.0,60095.0,49722.5,15,2026-05-12
LG씨엔에스,64400.0,21.0,관찰,관찰,37.56,16.59,41.46,64.23,2.2946,3,중형,관찰,4.0,130.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,IT서비스,True,100.0,69840.0,68120.0,66905.0,16,2026-05-12
고영,98460.0,46.0,관찰,과열주의,36.46,6.83,12.0,62.34,-0.2476,3,중형,관찰,4.0,159.1,대형 주도주 조건 · 이격/RSI 과열,수급훼손,반도체장비;자동화,True,100.0,41070.0,40995.0,36447.5,17,2026-05-12
GS리테일,7070.0,26.0,관찰,관찰,35.82,21.1,41.0,48.77,40.1502,5,중형,관찰,4.0,3.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,백화점과일반상점,True,100.0,24670.0,24070.0,23625.0,18,2026-05-12
기가비스,420770.0,32.0,관찰,과열주의,35.68,26.53,34.66,41.03,6.9309,4,중형,관찰,3.99,15.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체와반도체장비,True,100.0,106500.0,106120.0,98315.0,19,2026-05-12
현대무벡스,319400.0,36.0,관찰,과열주의,35.07,7.27,21.81,62.55,0.1031,2,중형,관찰,4.0,366.6,연기금 10일 순매수 · 대형 주도주 조건 · 이격/RSI 과열,익절/추격주의,기계,True,100.0,36460.0,34065.0,32350.0,20,2026-05-12
테스,95610.0,37.0,관찰,과열주의,34.84,22.6,40.2,38.57,13.0969,5,중형,관찰,4.0,44.8,거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체장비;반도체,True,100.0,97120.0,91800.0,90195.0,21,2026-05-12
로보티즈,108490.0,32.0,관찰,과열주의,34.84,14.72,39.29,61.04,3.3242,2,중형,관찰,4.0,140.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,휴머노이드;로봇,True,100.0,333800.0,330200.0,300075.0,22,2026-05-12
카카오페이,377300.0,26.0,관찰,관찰,34.33,16.81,0.0,62.28,-7.7509,2,중형,관찰,4.0,26.1,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행,보유/관찰,IT서비스,True,100.0,59020.0,57360.0,56315.0,23,2026-05-12
달바글로벌,483650.0,47.0,관찰,과열주의,33.78,33.68,41.98,39.6,2.6485,3,중형,관찰,4.0,139.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,추세훼손,화장품,False,60.0,222000.0,226800.0,215000.0,24,2026-05-12
달바글로벌,483650.0,69.0,관찰,과열주의,72.41,34.96,43.66,54.2,2.0279,3,중형,관찰,4.0,181.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,화장품,True,100.0,228600.0,228400.0,218095.0,1,2026-05-13
제주반도체,80220.0,71.0,관찰,과열주의,69.43,29.71,40.22,56.23,0.856,3,중형,관찰,4.0,188.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체;팹리스,True,100.0,56000.0,55610.0,51090.0,2,2026-05-13
POSCO홀딩스,5490.0,41.0,관찰,관찰,58.73,16.87,51.29,97.58,1.8876,3,대형,관찰,4.0,470.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,철강,True,100.0,505900.0,493500.0,444600.0,3,2026-05-13
LG전자,66570.0,47.0,관찰,과열주의,58.1,26.18,52.66,66.14,0.9761,4,대형,관찰,4.0,1368.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,전자제품,True,100.0,167160.0,155060.0,140715.0,4,2026-05-13
코리아써키트,7810.0,43.0,관찰,관찰,56.54,32.61,31.9,55.49,6.1312,3,중형,관찰,4.0,29.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,전자장비와기기,True,100.0,101200.0,97640.0,94805.0,5,2026-05-13
현대글로비스,86280.0,37.0,관찰,과열주의,54.41,27.85,57.49,70.51,2.862,4,대형,관찰,4.0,337.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,항공화물운송과물류,True,100.0,256400.0,242750.0,235050.0,6,2026-05-13
에스피지,58610.0,45.0,신규후보,돌파,51.71,10.19,40.9,68.4,2.5769,2,중형,수급스윙,4.0,103.9,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 거래량 동반 돌파,보유/관찰,전기제품,True,100.0,133820.0,131900.0,124315.0,7,2026-05-13
LG씨엔에스,64400.0,32.0,신규후보,돌파,51.36,18.57,42.93,68.85,1.7128,3,중형,수급스윙,4.0,174.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 거래량 동반 돌파,보유/관찰,IT서비스,True,100.0,71140.0,68780.0,67535.0,8,2026-05-13
현대오토에버,307950.0,35.0,관찰,과열주의,49.98,23.92,59.15,70.91,1.7269,5,대형,관찰,4.0,474.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,IT서비스,True,100.0,599300.0,528600.0,479625.0,9,2026-05-13
한국콜마,161890.0,45.0,관찰,관찰,49.83,23.04,40.56,57.15,8.6546,5,중형,관찰,4.0,34.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,화장품,True,100.0,95580.0,92160.0,89330.0,10,2026-05-13
레인보우로보틱스,277810.0,24.0,관찰,과열주의,48.83,32.6,59.54,57.47,4.9078,4,대형,관찰,4.0,389.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,기계,True,100.0,815800.0,746200.0,679650.0,11,2026-05-13
테스,95610.0,58.0,관찰,과열주의,48.06,23.66,40.05,39.41,6.5705,5,중형,관찰,4.0,89.3,거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체장비;반도체,True,100.0,103680.0,95200.0,92185.0,12,2026-05-13
로보티즈,108490.0,43.0,관찰,과열주의,47.16,16.82,48.1,62.05,2.2135,2,중형,관찰,4.0,211.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,휴머노이드;로봇,True,100.0,342900.0,330950.0,306025.0,13,2026-05-13
고영,98460.0,56.0,관찰,과열주의,46.78,8.64,20.0,55.95,-0.171,3,중형,관찰,4.0,230.4,기관 동행 · 이격/RSI 과열,수급훼손,반도체장비;자동화,True,100.0,41240.0,40890.0,37200.0,14,2026-05-13
해성디에스,195870.0,46.0,관찰,과열주의,45.96,28.04,39.98,46.56,6.1796,5,중형,관찰,3.99,28.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,리드프레임;반도체,True,100.0,85400.0,81620.0,74160.0,15,2026-05-13
RFHIC,218410.0,36.0,관찰,관찰,44.14,13.16,40.88,69.2,1.0491,3,중형,관찰,4.0,136.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,통신장비,True,100.0,104460.0,99040.0,98430.0,16,2026-05-13
GS리테일,7070.0,37.0,관찰,관찰,44.13,23.06,40.93,50.45,13.6593,5,중형,관찰,3.99,9.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,백화점과일반상점,True,100.0,25460.0,24310.0,23842.5,17,2026-05-13
티엘비,356860.0,59.0,관찰,과열주의,44.12,20.05,38.73,30.36,3.937,5,중형,관찰,4.0,31.7,거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,수급훼손,PCB;반도체,True,100.0,100200.0,94530.0,87760.0,18,2026-05-13
두산테스나,131970.0,49.0,관찰,과열주의,43.86,17.02,46.56,43.6,1.6516,4,중형,관찰,4.0,114.7,거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,수급훼손,반도체와반도체장비,True,100.0,152560.0,142730.0,127485.0,19,2026-05-13
한온시스템,18880.0,35.0,신규후보,돌파,43.54,3.57,12.0,63.81,-0.7433,1,중형,수급스윙,4.0,208.1,연기금 10일 순매수 · 대형 주도주 조건 · 거래량 동반 돌파,보유/관찰,자동차부품,True,100.0,5120.0,4884.5,4520.25,20,2026-05-13
HD현대중공업,329180.0,30.0,관찰,과열주의,42.96,16.96,56.17,82.12,2.2538,4,대형,관찰,4.0,495.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,조선,True,100.0,695200.0,684600.0,626650.0,21,2026-05-13
기아,270.0,28.0,관찰,과열주의,42.09,15.17,52.68,93.46,2.49,3,대형,관찰,4.0,489.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,자동차,True,100.0,168920.0,161750.0,158855.0,22,2026-05-13
기가비스,420770.0,43.0,관찰,과열주의,41.99,28.29,34.44,31.3,3.6933,4,중형,관찰,4.01,28.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체와반도체장비,True,100.0,111240.0,108740.0,100225.0,23,2026-05-13
대한전선,1440.0,38.0,관찰,과열주의,41.9,12.74,49.39,68.94,1.2831,3,대형,관찰,4.0,583.8,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,수급훼손,전력망;전선,True,100.0,67900.0,62280.0,51392.5,24,2026-05-13
삼아알미늄,6110.0,68.0,관찰,과열주의,75.78,35.0,55.93,53.66,0.867,4,중형,관찰,1.13,402.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,비철금속,True,100.0,81780.0,75340.0,68740.0,1,2026-05-14
달바글로벌,483650.0,61.0,관찰,과열주의,75.12,35.0,55.8,74.91,0.8094,3,중형,관찰,1.78,566.9,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,화장품,True,100.0,237600.0,230850.0,221885.0,2,2026-05-14
현대글로비스,86280.0,38.0,관찰,주도돌파,71.31,28.35,51.51,88.58,0.4636,3,대형,주도대형,2.54,1106.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,항공화물운송과물류,True,100.0,262900.0,245600.0,237225.0,3,2026-05-14
이마트,139480.0,43.0,신규후보,돌파,68.96,28.61,60.67,60.62,1.2454,4,중형,수급스윙,1.54,244.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 거래량 동반 돌파,보유/관찰,백화점과일반상점,True,100.0,111520.0,109000.0,106065.0,4,2026-05-14
한국콜마,161890.0,47.0,관찰,관찰,66.4,29.85,64.73,54.8,1.2748,5,중형,관찰,1.78,263.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행,보유/관찰,화장품,True,100.0,98360.0,93250.0,90370.0,5,2026-05-14
파마리서치,214450.0,33.0,신규후보,돌파,66.3,28.61,50.34,80.27,0.4429,3,중형,수급스윙,1.72,393.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 거래량 동반 돌파,보유/관찰,건강관리장비와용품,True,100.0,328700.0,328650.0,320475.0,6,2026-05-14
레인보우로보틱스,277810.0,49.0,관찰,과열주의,63.53,33.21,56.13,55.49,0.9714,3,대형,관찰,2.2,1738.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,기계,True,100.0,844600.0,763500.0,691550.0,7,2026-05-14
해성디에스,195870.0,48.0,관찰,과열주의,63.45,35.0,52.68,49.13,0.4829,5,중형,관찰,0.88,292.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,리드프레임;반도체,True,100.0,85860.0,82820.0,75715.0,8,2026-05-14
티엘비,356860.0,61.0,관찰,과열주의,61.82,27.39,59.6,32.27,0.7631,5,중형,관찰,1.07,251.2,거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,수급훼손,PCB;반도체,True,100.0,103140.0,97060.0,89270.0,9,2026-05-14
테스,95610.0,54.0,관찰,과열주의,60.76,26.12,64.93,57.73,1.813,5,중형,관찰,1.79,384.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체장비;반도체,True,100.0,110620.0,98930.0,94190.0,10,2026-05-14
LG씨엔에스,64400.0,55.0,관찰,과열주의,60.72,24.94,55.13,60.11,0.6445,3,중형,관찰,2.87,970.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,IT서비스,True,100.0,74820.0,70640.0,68740.0,11,2026-05-14
로보티즈,108490.0,42.0,관찰,주도돌파,59.91,13.03,36.32,84.23,0.2743,2,대형,주도대형,1.61,1405.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,보유/관찰,휴머노이드;로봇,True,100.0,350700.0,332400.0,310700.0,12,2026-05-14
HL만도,204320.0,39.0,관찰,관찰,57.73,20.36,62.47,80.0,0.5673,5,중형,관찰,2.24,338.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,보유/관찰,자동차부품,True,100.0,61680.0,59600.0,56850.0,13,2026-05-14
POSCO홀딩스,5490.0,33.0,신규후보,주도눌림,57.68,12.9,27.97,94.2,0.1447,3,대형,주도대형,1.11,3121.7,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,철강,True,100.0,496200.0,495500.0,450850.0,14,2026-05-14
현대오토에버,307950.0,46.0,관찰,과열주의,57.11,25.15,58.08,69.07,0.4389,5,대형,관찰,2.95,1738.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,IT서비스,True,100.0,646000.0,549700.0,494025.0,15,2026-05-14
제주반도체,80220.0,61.0,관찰,과열주의,56.06,15.4,27.58,59.96,0.085,4,대형,관찰,1.04,2689.9,연기금 10일 순매수 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체;팹리스,True,100.0,60100.0,57680.0,52785.0,16,2026-05-14
심텍,222800.0,55.0,관찰,과열주의,55.88,18.35,37.89,64.9,0.2992,3,중형,관찰,1.04,803.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,PCB;반도체,True,100.0,113080.0,103020.0,92200.0,17,2026-05-14
두산테스나,131970.0,51.0,관찰,과열주의,54.84,20.63,52.98,60.76,0.4222,4,중형,관찰,1.47,620.7,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체와반도체장비,True,100.0,163680.0,148760.0,132100.0,18,2026-05-14
코리아써키트,7810.0,29.0,관찰,눌림목,54.32,15.82,8.0,75.3,-0.0017,2,중형,수급스윙,0.9,313.7,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 20일선 부근 눌림,보유/관찰,전자장비와기기,True,100.0,100360.0,97840.0,95250.0,19,2026-05-14
현대제철,4020.0,39.0,관찰,돌파,54.28,10.09,39.01,81.77,0.3188,3,중형,수급스윙,1.18,597.5,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 거래량 동반 돌파,수급훼손,철강,True,100.0,43670.0,43425.0,42172.5,20,2026-05-14
에스피지,58610.0,45.0,관찰,관찰,53.64,10.46,43.0,85.28,0.3853,2,중형,관찰,1.9,649.3,거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행,수급훼손,전기제품,True,100.0,135120.0,131460.0,125340.0,21,2026-05-14
에이치브이엠,295310.0,36.0,관찰,눌림목,53.52,13.29,55.47,58.42,0.7151,3,중형,수급스윙,1.66,234.2,거래대금 대비 수급 양호 · 기관 동행 · 20일선 부근 눌림,수급훼손,비철금속,True,100.0,97040.0,92370.0,91460.0,22,2026-05-14
파두,440110.0,44.0,관찰,과열주의,53.42,23.08,58.2,64.29,0.5563,4,대형,관찰,1.51,1068.6,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체와반도체장비,True,100.0,98220.0,89460.0,77825.0,23,2026-05-14
기가비스,420770.0,43.0,관찰,과열주의,51.08,32.14,47.73,30.14,0.7928,4,중형,관찰,1.17,155.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 이격/RSI 과열,익절/추격주의,반도체와반도체장비,True,100.0,115440.0,110810.0,102110.0,24,2026-05-14
